,File,Delta x,Delta y,dy/dx
69,22_0_0_20170104002331117.csv.chip.csv,185,146,0.7891891891891892
70,22_0_0_20170104003948607.csv.chip.csv,166,136,0.8192771084337349
71,22_0_0_20170104003954062.csv.chip.csv,167,140,0.8383233532934131
72,22_0_0_20170104003957078.csv.chip.csv,165,144,0.8727272727272727
73,22_0_0_20170104214301269.csv.chip.csv,171,144,0.8421052631578947
74,22_0_0_20170104225920241.csv.chip.csv,164,139,0.8475609756097561
75,22_0_0_20170104230045815.csv.chip.csv,169,140,0.8284023668639053
76,22_0_0_20170104230116624.csv.chip.csv,160,137,0.85625
77,22_0_0_20170105161701210.csv.chip.csv,173,136,0.7861271676300579
78,22_0_0_20170108224621224.csv.chip.csv,183,147,0.8032786885245902
79,22_0_0_20170110231835011.csv.chip.csv,165,149,0.9030303030303031
80,22_0_0_20170110232146790.csv.chip.csv,180,131,0.7277777777777777
81,22_0_0_20170110232206562.csv.chip.csv,172,141,0.8197674418604651
82,22_0_0_20170110232213323.csv.chip.csv,174,144,0.8275862068965517
83,22_0_0_20170111181750310.csv.chip.csv,182,139,0.7637362637362637
84,22_0_1_20170102233341092.csv.chip.csv,169,138,0.8165680473372781
85,22_0_1_20170110223418177.csv.chip.csv,188,142,0.7553191489361702
86,22_0_2_20170104015701971.csv.chip.csv,169,140,0.8284023668639053
87,22_0_2_20170104020041910.csv.chip.csv,163,128,0.7852760736196319
88,22_0_2_20170104021111388.csv.chip.csv,168,128,0.7619047619047619
89,22_0_2_20170104021125111.csv.chip.csv,165,132,0.8
90,22_0_2_20170104021129925.csv.chip.csv,153,132,0.8627450980392157
91,22_0_2_20170104021322853.csv.chip.csv,163,137,0.8404907975460123
92,22_0_2_20170104021348142.csv.chip.csv,170,136,0.8
93,22_0_2_20170104022354725.csv.chip.csv,166,143,0.8614457831325302
94,22_0_3_20170104230121056.csv.chip.csv,160,131,0.81875
95,22_0_3_20170104230122361.csv.chip.csv,169,143,0.8461538461538461
96,22_0_4_20161221200222680.csv.chip.csv,166,128,0.7710843373493976
97,22_0_4_20161221202100745.csv.chip.csv,150,134,0.8933333333333333
98,22_0_4_20170103201524479.csv.chip.csv,159,139,0.8742138364779874
99,22_0_4_20170103210108168.csv.chip.csv,165,129,0.7818181818181819
100,22_0_4_20170103224652599.csv.chip.csv,182,136,0.7472527472527473
101,22_0_4_20170103224931632.csv.chip.csv,174,139,0.7988505747126436
102,22_0_4_20170103234043547.csv.chip.csv,160,145,0.90625
103,22_0_4_20170103234615652.csv.chip.csv,169,143,0.8461538461538461
104,22_0_4_20170103235414540.csv.chip.csv,168,148,0.8809523809523809
105,22_0_4_20170104011059408.csv.chip.csv,160,130,0.8125
106,22_0_4_20170104213712014.csv.chip.csv,182,145,0.7967032967032966
107,22_1_0_20170103163108007.csv.chip.csv,189,143,0.7566137566137566
108,22_1_0_20170103163248351.csv.chip.csv,164,139,0.8475609756097561
109,22_1_0_20170103180211110.csv.chip.csv,158,131,0.8291139240506329
110,22_1_0_20170103183738666.csv.chip.csv,180,135,0.75
111,22_1_0_20170103235726923.csv.chip.csv,157,131,0.8343949044585988
112,22_1_0_20170104021327948.csv.chip.csv,162,130,0.8024691358024691
113,22_1_0_20170104165415377.csv.chip.csv,175,138,0.7885714285714286
114,22_1_0_20170105002545990.csv.chip.csv,165,144,0.8727272727272727
115,22_1_0_20170105183534558.csv.chip.csv,165,135,0.8181818181818182
116,22_1_0_20170105184130182.csv.chip.csv,190,142,0.7473684210526316
117,22_1_0_20170109213059848.csv.chip.csv,185,144,0.7783783783783784
118,22_1_0_20170109213850161.csv.chip.csv,170,139,0.8176470588235294
119,22_1_0_20170110173815028.csv.chip.csv,160,139,0.86875
120,22_1_0_20170111182452750.csv.chip.csv,189,145,0.7671957671957672
121,22_1_1_20170103175340561.csv.chip.csv,180,142,0.7888888888888889
122,22_1_1_20170103180755073.csv.chip.csv,178,135,0.7584269662921348
123,22_1_1_20170104005441633.csv.chip.csv,170,138,0.8117647058823529
124,22_1_1_20170105002015683.csv.chip.csv,165,132,0.8
125,22_1_1_20170105183837056.csv.chip.csv,162,144,0.8888888888888888
126,22_1_2_20161219153940196.csv.chip.csv,146,121,0.8287671232876712
127,22_1_2_20161219192416602.csv.chip.csv,170,133,0.7823529411764706
128,22_1_2_20170103212729188.csv.chip.csv,173,136,0.7861271676300579
129,22_1_2_20170104015815276.csv.chip.csv,182,126,0.6923076923076923
130,22_1_2_20170104020035915.csv.chip.csv,171,127,0.7426900584795322
131,22_1_2_20170104020216916.csv.chip.csv,163,124,0.7607361963190185
132,22_1_2_20170104021303821.csv.chip.csv,173,143,0.8265895953757225
133,22_1_2_20170104021310052.csv.chip.csv,162,129,0.7962962962962963
134,22_1_2_20170104021344006.csv.chip.csv,178,132,0.7415730337078652
135,22_1_2_20170104021444541.csv.chip.csv,182,146,0.8021978021978022
136,22_1_2_20170104021940541.csv.chip.csv,180,134,0.7444444444444445
137,22_1_2_20170104022012028.csv.chip.csv,161,141,0.8757763975155279
138,22_1_2_20170104022959942.csv.chip.csv,180,145,0.8055555555555556
139,22_1_2_20170104231245440.csv.chip.csv,168,146,0.8690476190476191
140,22_1_2_20170105183412088.csv.chip.csv,172,143,0.8313953488372093
141,22_1_2_20170108224643996.csv.chip.csv,168,130,0.7738095238095238
142,22_1_3_20161220221656537.csv.chip.csv,193,142,0.7357512953367875
143,22_1_3_20161220222350986.csv.chip.csv,162,140,0.8641975308641975
144,22_1_3_20170104214404028.csv.chip.csv,166,142,0.8554216867469879
145,22_1_3_20170104214416853.csv.chip.csv,182,147,0.8076923076923077
146,22_1_3_20170104222126558.csv.chip.csv,182,141,0.7747252747252747
147,22_1_3_20170104222151616.csv.chip.csv,162,129,0.7962962962962963
148,22_1_3_20170104222152991.csv.chip.csv,179,137,0.7653631284916201
149,22_1_3_20170104222214551.csv.chip.csv,169,130,0.7692307692307693
150,22_1_3_20170104222220913.csv.chip.csv,165,131,0.793939393939394
151,22_1_3_20170104222547654.csv.chip.csv,174,140,0.8045977011494253
152,22_1_3_20170104222553543.csv.chip.csv,173,134,0.7745664739884393
153,22_1_3_20170104222607551.csv.chip.csv,174,145,0.8333333333333334
154,22_1_3_20170104222612607.csv.chip.csv,178,139,0.7808988764044944
155,22_1_3_20170104222830398.csv.chip.csv,181,139,0.7679558011049724
156,22_1_3_20170104222853135.csv.chip.csv,162,141,0.8703703703703703
157,22_1_3_20170104222857952.csv.chip.csv,178,141,0.7921348314606742
158,22_1_3_20170104223113527.csv.chip.csv,181,140,0.7734806629834254
159,22_1_3_20170104223125535.csv.chip.csv,168,137,0.8154761904761905
160,22_1_3_20170104223452679.csv.chip.csv,176,141,0.8011363636363636
161,22_1_3_20170104223821199.csv.chip.csv,174,129,0.7413793103448276
162,22_1_3_20170104231655336.csv.chip.csv,177,135,0.7627118644067796
163,22_1_3_20170104231657849.csv.chip.csv,170,141,0.8294117647058824
164,22_1_3_20170104231706746.csv.chip.csv,171,144,0.8421052631578947
165,22_1_3_20170104231709097.csv.chip.csv,168,134,0.7976190476190477
166,22_1_3_20170104231710175.csv.chip.csv,172,130,0.7558139534883721
167,22_1_3_20170104231720114.csv.chip.csv,168,145,0.8630952380952381
168,22_1_3_20170104232021658.csv.chip.csv,177,136,0.768361581920904
169,22_1_3_20170104232054915.csv.chip.csv,167,137,0.8203592814371258
170,22_1_3_20170104232454786.csv.chip.csv,174,135,0.7758620689655172
171,22_1_3_20170104232458346.csv.chip.csv,177,136,0.768361581920904
172,22_1_3_20170104232504850.csv.chip.csv,169,135,0.7988165680473372
173,22_1_3_20170104232533912.csv.chip.csv,169,137,0.8106508875739645
174,22_1_3_20170104234459677.csv.chip.csv,174,138,0.7931034482758621
175,22_1_3_20170105002128188.csv.chip.csv,175,127,0.7257142857142858
176,22_1_3_20170105002553629.csv.chip.csv,165,138,0.8363636363636363
177,22_1_3_20170109131950179.csv.chip.csv,180,141,0.7833333333333333
178,22_1_3_20170109132213417.csv.chip.csv,169,144,0.8520710059171598
179,22_1_4_20161221195925096.csv.chip.csv,170,143,0.8411764705882353
180,22_1_4_20161223225936076.csv.chip.csv,161,140,0.8695652173913043
181,22_1_4_20170103180220911.csv.chip.csv,173,139,0.8034682080924855
182,22_1_4_20170103212717246.csv.chip.csv,163,129,0.7914110429447853
183,22_1_4_20170103223002341.csv.chip.csv,172,130,0.7558139534883721
184,22_1_4_20170103223042983.csv.chip.csv,181,135,0.7458563535911602
185,22_1_4_20170103223216583.csv.chip.csv,172,126,0.7325581395348837
186,22_1_4_20170103223330567.csv.chip.csv,160,122,0.7625
187,22_1_4_20170103223351703.csv.chip.csv,162,131,0.808641975308642
188,22_1_4_20170103223356448.csv.chip.csv,174,144,0.8275862068965517
189,22_1_4_20170103223405215.csv.chip.csv,159,136,0.8553459119496856
190,22_1_4_20170103223419073.csv.chip.csv,177,139,0.7853107344632768
191,22_1_4_20170103223649399.csv.chip.csv,178,141,0.7921348314606742
192,22_1_4_20170103224424415.csv.chip.csv,156,135,0.8653846153846154
193,22_1_4_20170103224503415.csv.chip.csv,176,145,0.8238636363636364
194,22_1_4_20170103224814016.csv.chip.csv,169,129,0.7633136094674556
195,22_1_4_20170103224958800.csv.chip.csv,158,142,0.8987341772151899
196,22_1_4_20170103225112465.csv.chip.csv,170,129,0.7588235294117647
197,22_1_4_20170103225134240.csv.chip.csv,163,141,0.8650306748466258
198,22_1_4_20170103225813392.csv.chip.csv,156,134,0.8589743589743589
199,22_1_4_20170103233328523.csv.chip.csv,168,130,0.7738095238095238
200,22_1_4_20170103233642227.csv.chip.csv,181,140,0.7734806629834254
201,22_1_4_20170103233803763.csv.chip.csv,168,139,0.8273809523809523
202,22_1_4_20170103233857003.csv.chip.csv,167,140,0.8383233532934131
203,22_1_4_20170103234706499.csv.chip.csv,175,144,0.8228571428571428
204,22_1_4_20170104001853773.csv.chip.csv,173,143,0.8265895953757225
205,22_1_4_20170104005431327.csv.chip.csv,181,135,0.7458563535911602
206,23_0_0_20170104004006925.csv.chip.csv,175,148,0.8457142857142858
207,23_0_0_20170104004012222.csv.chip.csv,176,144,0.8181818181818182
208,23_0_0_20170105000754450.csv.chip.csv,178,145,0.8146067415730337
209,23_0_0_20170105184121759.csv.chip.csv,185,140,0.7567567567567568
210,23_0_0_20170111181750321.csv.chip.csv,181,135,0.7458563535911602
211,23_0_2_20170107213747034.csv.chip.csv,172,147,0.8546511627906976
212,23_0_2_20170108224712804.csv.chip.csv,174,139,0.7988505747126436
213,23_0_3_20170104230132313.csv.chip.csv,170,148,0.8705882352941177
214,23_0_3_20170104230136617.csv.chip.csv,169,131,0.7751479289940828
215,23_0_4_20170102233413972.csv.chip.csv,184,147,0.7989130434782609
216,23_0_4_20170103180302079.csv.chip.csv,176,132,0.75
217,23_0_4_20170103234915411.csv.chip.csv,177,144,0.8135593220338984
218,23_0_4_20170103234919628.csv.chip.csv,158,142,0.8987341772151899
219,23_1_0_20170103163102400.csv.chip.csv,179,145,0.8100558659217877
220,23_1_0_20170103163120968.csv.chip.csv,174,138,0.7931034482758621
221,23_1_0_20170103163123528.csv.chip.csv,166,145,0.8734939759036144
222,23_1_0_20170103180035647.csv.chip.csv,174,132,0.7586206896551724
223,23_1_0_20170103180412080.csv.chip.csv,171,139,0.8128654970760234
224,23_1_0_20170103180414191.csv.chip.csv,193,143,0.7409326424870466
225,23_1_0_20170103180451856.csv.chip.csv,184,137,0.7445652173913043
226,23_1_0_20170103180518664.csv.chip.csv,168,132,0.7857142857142857
227,23_1_0_20170103180703224.csv.chip.csv,166,126,0.7590361445783133
228,23_1_0_20170103223610503.csv.chip.csv,175,143,0.8171428571428572
229,23_1_0_20170103223641295.csv.chip.csv,181,133,0.7348066298342542
230,23_1_0_20170103233631243.csv.chip.csv,169,135,0.7988165680473372
231,23_1_0_20170103234935189.csv.chip.csv,171,143,0.8362573099415205
232,23_1_0_20170104020712460.csv.chip.csv,164,129,0.7865853658536586
233,23_1_0_20170104021538021.csv.chip.csv,168,130,0.7738095238095238
234,23_1_0_20170104023208069.csv.chip.csv,163,133,0.8159509202453987
235,23_1_0_20170104165334721.csv.chip.csv,189,147,0.7777777777777778
236,23_1_0_20170104234542547.csv.chip.csv,169,127,0.7514792899408284
237,23_1_0_20170105002627948.csv.chip.csv,171,120,0.7017543859649122
238,23_1_0_20170105183727831.csv.chip.csv,178,131,0.7359550561797753
239,23_1_0_20170111182452759.csv.chip.csv,184,129,0.7010869565217391
240,23_1_1_20170102233446754.csv.chip.csv,177,145,0.8192090395480226
241,23_1_1_20170103212737732.csv.chip.csv,150,126,0.84
242,23_1_1_20170103223013127.csv.chip.csv,166,140,0.8433734939759037
243,23_1_2_20170102235032243.csv.chip.csv,178,142,0.797752808988764
244,23_1_2_20170103180447815.csv.chip.csv,173,144,0.8323699421965318
245,23_1_2_20170104015902116.csv.chip.csv,166,122,0.7349397590361446
246,23_1_2_20170104020053452.csv.chip.csv,167,140,0.8383233532934131
247,23_1_2_20170104020318141.csv.chip.csv,175,131,0.7485714285714286
248,23_1_2_20170104021026844.csv.chip.csv,165,128,0.7757575757575758
249,23_1_2_20170105162514564.csv.chip.csv,170,134,0.788235294117647
250,23_1_2_20170105162602515.csv.chip.csv,168,143,0.8511904761904762
251,23_1_2_20170107213827250.csv.chip.csv,182,140,0.7692307692307693
252,23_1_3_20161220222123987.csv.chip.csv,164,146,0.8902439024390244
253,23_1_3_20170104220147782.csv.chip.csv,183,137,0.7486338797814208
254,23_1_3_20170104222224327.csv.chip.csv,162,145,0.8950617283950617
255,23_1_3_20170104222242439.csv.chip.csv,180,136,0.7555555555555555
256,23_1_3_20170104222248295.csv.chip.csv,172,143,0.8313953488372093
257,23_1_3_20170104222257463.csv.chip.csv,171,143,0.8362573099415205
258,23_1_3_20170104222308327.csv.chip.csv,184,140,0.7608695652173914
259,23_1_3_20170104222316911.csv.chip.csv,171,129,0.7543859649122807
260,23_1_3_20170104222321688.csv.chip.csv,168,135,0.8035714285714286
261,23_1_3_20170104222844871.csv.chip.csv,174,139,0.7988505747126436
262,23_1_3_20170104223058543.csv.chip.csv,162,145,0.8950617283950617
263,23_1_3_20170104223146287.csv.chip.csv,185,136,0.7351351351351352
264,23_1_3_20170104223200053.csv.chip.csv,174,141,0.8103448275862069
265,23_1_3_20170104223436167.csv.chip.csv,177,143,0.807909604519774
266,23_1_3_20170104223556664.csv.chip.csv,172,140,0.813953488372093
267,23_1_3_20170104231559289.csv.chip.csv,172,138,0.8023255813953488
268,23_1_3_20170104231753450.csv.chip.csv,175,128,0.7314285714285714
269,23_1_3_20170104231757866.csv.chip.csv,173,143,0.8265895953757225
270,23_1_3_20170104231800546.csv.chip.csv,166,134,0.8072289156626506
271,23_1_3_20170104231807345.csv.chip.csv,160,143,0.89375
272,23_1_3_20170104231839354.csv.chip.csv,179,145,0.8100558659217877
273,23_1_3_20170105002606965.csv.chip.csv,168,134,0.7976190476190477
274,23_1_3_20170109132112364.csv.chip.csv,174,144,0.8275862068965517
275,23_1_4_20161223214744290.csv.chip.csv,180,140,0.7777777777777778
276,23_1_4_20161223214747066.csv.chip.csv,172,140,0.813953488372093
277,23_1_4_20161223230008236.csv.chip.csv,171,144,0.8421052631578947
278,23_1_4_20161223230013995.csv.chip.csv,159,124,0.779874213836478
279,23_1_4_20170103212744381.csv.chip.csv,163,146,0.8957055214723927
280,23_1_4_20170103223102032.csv.chip.csv,164,133,0.8109756097560976
281,23_1_4_20170103223410718.csv.chip.csv,154,130,0.8441558441558441
282,23_1_4_20170103223443239.csv.chip.csv,177,148,0.8361581920903954
283,23_1_4_20170103223551622.csv.chip.csv,165,142,0.8606060606060606
284,23_1_4_20170103223554895.csv.chip.csv,173,138,0.7976878612716763
285,23_1_4_20170103223558799.csv.chip.csv,180,140,0.7777777777777778
286,23_1_4_20170103223600551.csv.chip.csv,172,140,0.813953488372093
287,23_1_4_20170103223615095.csv.chip.csv,162,133,0.8209876543209876
288,23_1_4_20170103223618431.csv.chip.csv,177,139,0.7853107344632768
289,23_1_4_20170103223903439.csv.chip.csv,194,144,0.7422680412371134
290,23_1_4_20170103224258631.csv.chip.csv,164,136,0.8292682926829268
291,23_1_4_20170103224510895.csv.chip.csv,171,132,0.7719298245614035
292,23_1_4_20170103225140728.csv.chip.csv,168,142,0.8452380952380952
293,23_1_4_20170103225807185.csv.chip.csv,187,143,0.7647058823529411
294,23_1_4_20170103233611875.csv.chip.csv,175,141,0.8057142857142857
295,23_1_4_20170103233615355.csv.chip.csv,152,134,0.881578947368421
296,23_1_4_20170103233619053.csv.chip.csv,170,125,0.7352941176470589
297,23_1_4_20170104011031984.csv.chip.csv,172,146,0.8488372093023255
298,24_0_0_20170102233329675.csv.chip.csv,176,144,0.8181818181818182
299,24_0_0_20170104002326444.csv.chip.csv,167,140,0.8383233532934131
300,24_0_0_20170104004125063.csv.chip.csv,173,144,0.8323699421965318
301,24_0_0_20170104165239658.csv.chip.csv,168,149,0.8869047619047619
302,24_0_0_20170104230108767.csv.chip.csv,172,137,0.7965116279069767
303,24_0_0_20170104230201657.csv.chip.csv,164,131,0.7987804878048781
304,24_0_0_20170104230603529.csv.chip.csv,184,151,0.8206521739130435
305,24_0_0_20170105184142103.csv.chip.csv,174,147,0.8448275862068966
306,24_0_0_20170109214744250.csv.chip.csv,184,134,0.7282608695652174
307,24_0_0_20170111181750330.csv.chip.csv,178,136,0.7640449438202247
308,24_0_1_20170102233456210.csv.chip.csv,170,144,0.8470588235294118
309,24_0_1_20170103181218960.csv.chip.csv,164,148,0.9024390243902439
310,24_0_1_20170103212749284.csv.chip.csv,152,116,0.7631578947368421
311,24_0_2_20161219190613907.csv.chip.csv,162,151,0.9320987654320988
312,24_0_2_20161219192221394.csv.chip.csv,163,144,0.8834355828220859
313,24_0_2_20161219192432539.csv.chip.csv,164,139,0.8475609756097561
314,24_0_2_20170103223924087.csv.chip.csv,180,149,0.8277777777777777
315,24_0_2_20170104015809173.csv.chip.csv,161,137,0.8509316770186336
316,24_0_2_20170104020029454.csv.chip.csv,167,131,0.7844311377245509
317,24_0_2_20170104020102786.csv.chip.csv,164,143,0.8719512195121951
318,24_0_2_20170104020112732.csv.chip.csv,171,147,0.8596491228070176
319,24_0_2_20170104021847349.csv.chip.csv,170,130,0.7647058823529411
320,24_0_2_20170104234829387.csv.chip.csv,145,130,0.896551724137931
321,24_0_2_20170112003933482.csv.chip.csv,184,138,0.75
322,24_0_3_20161220222335651.csv.chip.csv,173,124,0.7167630057803468
323,24_0_3_20170104214346781.csv.chip.csv,184,139,0.7554347826086957
324,24_0_3_20170104214521685.csv.chip.csv,165,136,0.8242424242424242
325,24_0_3_20170104230147273.csv.chip.csv,168,150,0.8928571428571429
326,24_0_3_20170104230150057.csv.chip.csv,180,146,0.8111111111111111
327,24_0_3_20170104230211113.csv.chip.csv,169,138,0.8165680473372781
328,24_0_3_20170104230212395.csv.chip.csv,173,142,0.8208092485549133
329,24_0_3_20170104230213449.csv.chip.csv,174,131,0.7528735632183908
330,24_0_4_20161219192105922.csv.chip.csv,177,146,0.8248587570621468
331,24_0_4_20170102233500506.csv.chip.csv,165,149,0.9030303030303031
332,24_0_4_20170103210052027.csv.chip.csv,184,138,0.75
333,24_0_4_20170103210118506.csv.chip.csv,168,138,0.8214285714285714
334,24_0_4_20170103223915799.csv.chip.csv,177,145,0.8192090395480226
335,24_0_4_20170103223928055.csv.chip.csv,152,136,0.8947368421052632
336,24_0_4_20170103224944762.csv.chip.csv,182,145,0.7967032967032966
337,24_0_4_20170103234945243.csv.chip.csv,164,142,0.8658536585365854
338,24_0_4_20170103234950908.csv.chip.csv,187,148,0.7914438502673797
339,24_1_0_20161223231304660.csv.chip.csv,182,147,0.8076923076923077
340,24_1_0_20170103163127424.csv.chip.csv,179,145,0.8100558659217877
341,24_1_0_20170103163129280.csv.chip.csv,166,138,0.8313253012048193
342,24_1_0_20170103163324584.csv.chip.csv,175,142,0.8114285714285714
343,24_1_0_20170103180549431.csv.chip.csv,180,132,0.7333333333333333
344,24_1_0_20170103180557248.csv.chip.csv,145,145,1.0
345,24_1_0_20170103180601840.csv.chip.csv,180,144,0.8
346,24_1_0_20170103180625656.csv.chip.csv,173,140,0.8092485549132948
347,24_1_0_20170103180635111.csv.chip.csv,165,136,0.8242424242424242
348,24_1_0_20170103180642496.csv.chip.csv,174,143,0.8218390804597702
349,24_1_0_20170103180732376.csv.chip.csv,173,127,0.7341040462427746
350,24_1_0_20170103224725272.csv.chip.csv,180,143,0.7944444444444444
351,24_1_0_20170103225156008.csv.chip.csv,181,145,0.8011049723756906
352,24_1_0_20170104015931173.csv.chip.csv,179,136,0.7597765363128491
353,24_1_0_20170104021019292.csv.chip.csv,164,136,0.8292682926829268
354,24_1_0_20170104021527253.csv.chip.csv,170,138,0.8117647058823529
355,24_1_0_20170104022030117.csv.chip.csv,176,136,0.7727272727272727
356,24_1_0_20170104022714148.csv.chip.csv,174,130,0.7471264367816092
357,24_1_0_20170104022800709.csv.chip.csv,153,145,0.9477124183006536
358,24_1_0_20170104233906146.csv.chip.csv,174,137,0.7873563218390804
359,24_1_0_20170104234624491.csv.chip.csv,168,139,0.8273809523809523
360,24_1_0_20170104234820025.csv.chip.csv,174,142,0.8160919540229885
361,24_1_0_20170105000615467.csv.chip.csv,180,134,0.7444444444444445
362,24_1_0_20170105003235308.csv.chip.csv,151,126,0.8344370860927153
363,24_1_0_20170105162704533.csv.chip.csv,179,145,0.8100558659217877
364,24_1_0_20170105183445456.csv.chip.csv,160,122,0.7625
365,24_1_0_20170105183611646.csv.chip.csv,182,144,0.7912087912087912
366,24_1_0_20170105183618095.csv.chip.csv,168,143,0.8511904761904762
367,24_1_0_20170105183641479.csv.chip.csv,169,145,0.8579881656804734
368,24_1_0_20170105183749799.csv.chip.csv,171,125,0.7309941520467836
369,24_1_0_20170105183859832.csv.chip.csv,176,140,0.7954545454545454
370,24_1_0_20170105184011327.csv.chip.csv,166,135,0.8132530120481928
371,24_1_0_20170108225915369.csv.chip.csv,160,144,0.9
372,24_1_0_20170109132509565.csv.chip.csv,178,141,0.7921348314606742
373,24_1_0_20170109214739809.csv.chip.csv,154,142,0.922077922077922
374,24_1_0_20170111182452767.csv.chip.csv,176,133,0.7556818181818182
375,24_1_0_20170111182452774.csv.chip.csv,188,141,0.75
376,24_1_0_20170111182452781.csv.chip.csv,178,138,0.7752808988764045
377,24_1_1_20170105183758847.csv.chip.csv,176,131,0.7443181818181818
378,24_1_2_20161219201505604.csv.chip.csv,157,118,0.7515923566878981
379,24_1_2_20170103212931444.csv.chip.csv,167,115,0.688622754491018
